バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
1st&substream,5.1.1.,PIANO AMBIENT,dj nagureo,0,0,0,0,0,---,NO PLAY,---,1,0,0,0,---,HARD CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
1st&substream,GAMBOL,BIG BEAT,SLAKE,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,2,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
1st&substream,GENOM SCREAMS,TRANCE,L.E.D. LIGHT,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
1st&substream,KEEP ON MOVIN',DANCE POP,N.M.R.,2,0,0,0,0,---,NO PLAY,---,2,207,95,17,5,HARD CLEAR,AA,3,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 17:08
1st&substream,Macho Gang,TRIBAL HOUSE,ANAL SPYDER,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
1st&substream,RUGGED ASH,FUTURE JAZZ,SYMPHONIC DEFOGGERS,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,689,265,159,133,FAILED,C,12,0,0,0,---,NO PLAY,---,2025-12-26 17:10
2nd style,I Was The One,ITALO HOUSE,good-cool,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,2,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
2nd style,SP-TRIP MACHINE(for beatmania II),JUNGLE,dj TAKA feat. DE-SIRE,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
3rd style,REINCARNATION,TRANCE,dj TAKA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,7,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
3rd style,Tangerine Stream,AMBIENT,dj TAKA,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,3,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
3rd style,THE SAFARI,WORLD HOUSE,Lion Musashi,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
4th style,Clione,DUTCH TRANCE,kors k,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,908,325,258,200,FAILED,C,11,0,0,0,---,NO PLAY,---,2025-12-24 15:32
4th style,era (step mix),DRUM'N'BASS,TaQ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
4th style,KAMIKAZE,TECHNO,dj nagureo,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,1051,397,257,39,NO PLAY,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-11 19:19
5th style,sometime,SOUND TRACK,Aya,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,801,304,193,78,EASY CLEAR,B,8,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 19:05
5th style,still my words,AMBIENT,TaQ feat. Meg,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
5th style,sync,TRANCE,OutPhase (TaQ/dj TAKA),1,0,0,0,0,---,NO PLAY,---,7,1038,381,276,91,FAILED,B,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-11 19:11
5th style,V,PROGRESSIVE,TAKA,1,0,0,0,0,---,NO PLAY,---,6,378,165,48,---,FAILED,E,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 14:06
6th style,Frozen Ray (original mix),TRANCE,dj TAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,9,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
6th style,rottel-da-sun,ROTTERDAM TECHNO,sampling masters MEGA,1,0,0,0,0,---,NO PLAY,---,5,695,298,99,12,HARD CLEAR,AA,8,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-11 18:28
6th style,route 80s,NOISY,sampling masters MEGA,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
7th style,AVE DE RAPINA,ALTERNATIVE HOUSE,Shawn The Horny Master,1,0,0,0,0,---,NO PLAY,---,8,1263,446,371,63,EASY CLEAR,B,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 19:07
7th style,Bad Routine,FILTER HOUSE,D.J. Spugna,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,1024,422,180,64,FAILED,A,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-05 22:11
7th style,Burning Heat! (Full Option Mix),12 BEAT,Mr.T with Motoaki.F,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,856,332,192,102,FAILED,C,0,0,0,0,---,NO PLAY,---,2025-12-26 16:11
7th style,Happy Wedding,HOUSE,ASKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
7th style,Love Me Do,NEW WAVE,AKIRA YAMAOKA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,1128,439,250,85,EASY CLEAR,B,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-05 22:09
7th style,Spica,HOUSE,D.JW,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,FAILED,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
8th style,airflow,INSTRUMENTAL,Mr.T,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,HARD CLEAR,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
8th style,Attitude,TRANCE,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
8th style,CELEBRATE NITE,EURO GROOVE,N.M.R,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,871,296,279,96,NO PLAY,B,0,0,0,0,---,NO PLAY,---,2025-12-27 17:22
8th style,Colors -Y&Co. Eurobeat Remix-,EUROBEAT,dj TAKA (remixed by 横田商会),1,0,0,0,0,---,NO PLAY,---,6,1042,441,160,16,HARD CLEAR,AA,10,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 14:10
8th style,memories,BEAT ROCK,TAKA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
8th style,World Wide Love,POPS,MTO,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
8th style,xenon,ELECTROSHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
8th style,桜,SPIRITUAL,Reven-G,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
9th style,ATOMIC AGE,ENSEMBLE,SHUNZZY,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,6,0,0,0,---,EX HARD CLEAR,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
9th style,BRIGHTNESS DARKNESS,ROCOCO TEK,SPARKER,2,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,8,1120,437,246,54,NO PLAY,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 15:38
9th style,Golden Horn,TURKISH PIANO'N'BASS,Osamu Kubota,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
9th style,Really Love,R&B,大部真由美,1,0,0,0,0,---,NO PLAY,---,4,563,242,79,9,HARD CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-05 22:06
9th style,SNOW,DRUM'N'BASS,RAM,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,983,393,197,84,FAILED,B,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-01 22:19
9th style,ライオン好き,ボデー,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,6,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
10th style,ALIEN TEMPLE,PSYCHEDELIC TRANCE,PINK PONG,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
10th style,DoLL,HYPER J-POP FOUR,ＴЁЯＲＡ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
10th style,雪月花,HARD HOUSE,Ryu☆,1,0,0,0,0,---,NO PLAY,---,8,989,369,251,83,NO PLAY,B,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 17:21
IIDX RED,D.A.N.C.E.!,J-POP,DJ Yoshitaka feat.星野奏子,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
IIDX RED,earth scape,PIANO BALLAD,dj TAKA,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,6,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
HAPPY SKY,Don't let it go,J-POP REMIX,ウッチーズ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
HAPPY SKY,EMPTY OF THE SKY,E-ROCK,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
HAPPY SKY,POODLE,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
HAPPY SKY,オレはビートマニア！お前は何マニア？,FUNK,DANCE☆MAN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DistorteD,D.C.fish,TECHNO,DJ MURASAME,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DistorteD,EURO-ROMANCE,80's TECHNO,K-MASERA,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1062,393,276,103,NO PLAY,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 15:43
DistorteD,Harmony and Lovely,PROGRESSIVE HOUSE,Ryu☆,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1087,416,255,88,EASY CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-24 15:28
DistorteD,Heavenly Sun (IIDX VERSION),TRANCE,AKIRA YAMAOKA,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1064,428,208,66,EASY CLEAR,B,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 18:14
DistorteD,Leaving...,SYMPHONIC EURO,SEIYA MURAI meets “eimy”,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DistorteD,The Dirty of Loudness,SADISTIC HARDCORE,Tatsh Assault X,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DistorteD,Zenius -I- vanisher,CYBER OPUS,Tatsh,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1164,500,164,44,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 17:13
DistorteD,タシカナモノ,POPROCK,星野奏子 with the BAND,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DistorteD,罠,DRUM'N'ROCK,good-cool,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1091,437,217,45,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-24 14:21
GOLD,Air Bell,FLOW POP,D-crew,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,1109,458,193,49,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2025-12-30 22:37
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,EPIC POETRY,Zektbach,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,1295,521,253,98,NO PLAY,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 17:16
GOLD,FIRE FIRE,BUCHIAGE TRANCE,StripE,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
GOLD,Second Heaven,HANDZ UP,Ryu☆,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EASY CLEAR,---,8,1060,451,158,58,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 18:32
DJ TROOPERS,avant-guerre,CLASSICAL PIANO SOLO,Osamu Kubota,5,0,0,0,0,---,NO PLAY,---,5,628,270,88,7,HARD CLEAR,AA,9,977,403,171,33,HARD CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-14 18:34
DJ TROOPERS,Blue Rain,TRANCE,dj TAKA VS Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DJ TROOPERS,Darling my LUV,J-R&B,DJ Yoshitaka feat.B-Agents,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,866,357,152,22,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 18:22
DJ TROOPERS,Digitank System,TECH-BREAKBEATS,DJ Mass MAD Izm*,1,0,0,0,0,---,NO PLAY,---,5,769,317,135,10,HARD CLEAR,AA,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 14:42
DJ TROOPERS,Do it!! Do it!!,N-BEATS,Kraken,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DJ TROOPERS,evergreen,PROG,kors k,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,901,346,209,71,EASY CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-30 22:25
DJ TROOPERS,ICARUS,NU-SKOOL BREAKBEATS HARDCORE,Eagle,1,0,0,0,0,---,NO PLAY,---,7,669,260,149,---,FAILED,C,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-12-30 22:19
DJ TROOPERS,madrugada,PROGRESSIVE HOUSE,PINK PONG,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DJ TROOPERS,MENTAL MELTDOWN,HARD HOP,GUHROOVY fw.TECHNORCH,1,0,0,0,0,---,NO PLAY,---,6,846,308,230,24,HARD CLEAR,A,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 14:39
DJ TROOPERS,Ristaccia,OUVERTURE,Zektbach,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1248,495,258,67,EASY CLEAR,A,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2026-01-08 17:40
DJ TROOPERS,scar in the earth,WORLD/ELECTRONICA,猫叉Master,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,792,320,152,---,FAILED,A,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-11 18:20
DJ TROOPERS,STEEL NEEDLE,BREAK CORE,Scorpion,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DJ TROOPERS,Wanna Party?,PIANO HOUSE,RAM,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,6,0,0,0,---,NO PLAY,---,9,829,311,207,---,NO PLAY,C,12,0,0,0,---,NO PLAY,---,2026-01-12 20:13
DJ TROOPERS,マチ子の唄,EDUCATION,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DJ TROOPERS,少年A,POST RENAISSANCE,Remixed by 少年ラジオ,2,0,0,0,0,---,NO PLAY,---,6,1110,483,144,23,HARD CLEAR,AA,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-30 22:16
DJ TROOPERS,華爛漫 -Flowers-,HYPER JAPANESQUE 2,ＴЁЯＲＡ,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DJ TROOPERS,走馬灯 -The Last Song-,SOLDIER'S BALLAD,TAKA,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
DJ TROOPERS,高高度降下低高度開傘,SYMPHONIC TECHNO,Dr.Honda,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
