バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
EMPRESS,BITTER CHOCOLATE STRIKER,JUMPSTYLE,L.E.D.-G,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
EMPRESS,CaptivAte2～覚醒～,NOSTALISH REQUIEM,e-lma,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
EMPRESS,Kung-fu Empire,ASIAN JANGLE,飛燕流舞,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
EMPRESS,Mind Mapping,ELECTRO-TECH,Ryu☆,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,1268,503,262,94,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,2026-01-08 19:09
EMPRESS,Monkey Dance '09,EUROBEAT,Y&Co. Feat. DOMINO,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1305,555,195,49,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 17:59
EMPRESS,neogenesis,ENERGETIC TRANCE,DM Ashura,1,0,0,0,0,---,NO PLAY,---,5,783,342,99,13,HARD CLEAR,AA,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2025-12-11 17:59
EMPRESS,smooooch・∀・,CANDY RAVE,kors k,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1184,473,238,51,CLEAR,A,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2025-12-24 15:10
SIRIUS,BEAUTIFUL ANGEL,DRUM'N'BASS,DJ SWAN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SIRIUS,being torn the sky,ELECTRO POP,猫叉Master+ feat.JUNE,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SIRIUS,bloomin' feeling,HAPPY HARDCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SIRIUS,Red. by Full Metal Jacket,TECH-BREAKBEATS,DJ Mass MAD Izm*,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1397,537,323,76,EASY CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-14 17:57
SIRIUS,She is my wife,ONLY ONE BALLAD,SUPER STAR 満-MITSURU-,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SIRIUS,Sorrows,EMO,Asako Yoshihiro,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1331,538,255,67,NO PLAY,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 17:18
SIRIUS,ワルツ第17番 ト短調”大犬のワルツ”,VALSE,virkato,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Resort Anthem,Aegis,TECHNO,IT medalion,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,895,363,169,92,EASY CLEAR,B,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 19:02
Resort Anthem,DM STAR～関西 energy style～,SPEED RAVE,NAOKI,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1297,525,247,163,FAILED,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 18:27
Resort Anthem,Energy Drive,HARDCORE,kevin energy,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Resort Anthem,Eternal Tears,WINTER BALLADE,ツガル,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Resort Anthem,Fantasia,HYPER FANTASIA,ＴЁЯＲＡ,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1025,404,217,101,FAILED,B,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-01 22:15
Resort Anthem,Medicine of love,MAGICAL POP,イロハ＆リリナ,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,893,409,75,9,HARD CLEAR,AAA,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-05 22:21
Resort Anthem,SABER WING,SHOOTING WALTZ,TAG,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Resort Anthem,THE FALLEN,GOTH NU-STYLE GABBA,L.E.D.-G,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Resort Anthem,Tropical April,VACATION DANCE,Risk Junk,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1334,516,302,95,FAILED,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 16:08
Resort Anthem,Watch Out Pt.2,TECH-BREAKBEATS,DJ Mass MAD Izm* VS.DJ Yoshitaka,2,0,0,0,0,---,NO PLAY,---,6,1018,428,162,5,HARD CLEAR,AA,9,1253,471,311,79,EASY CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-24 14:42
Resort Anthem,おおきなこえで,WORLD/POPS,猫叉Master feat.Sana,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Resort Anthem,灼熱Beach Side Bunny,BROKEN SAMBA BREAK,DJ Mass MAD Izm*,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1386,550,286,44,EASY CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-14 17:59
Resort Anthem,黒髪乱れし修羅となりて,撫子メタル,村正クオリア,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Lincle,A MINSTREL ～ ver. short-scape ～,LA FABELO,KANTASIA by S.S.D. PRODUCTS,3,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,1276,563,150,25,EASY CLEAR,AA,9,1899,813,273,74,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2026-01-14 18:57
Lincle,Almace,TECHNO,Qrispy Joybox,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Lincle,CALL,WORLD/ELECTRONICA,猫叉Master,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Lincle,Far east nightbird,DRUM'N'BASS,猫叉Master,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Lincle,Liquid Crystal Girl feat. echo,ELECTRO,kmp,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Lincle,Lucky Days,DREAM TRANCE,Sota Fujimori feat. Kanako Hoshino,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Lincle,Star Trail,TRANCE,Nhato,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Lincle,The Limbo,CYBER PUNK,STN,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
Lincle,Voxane,TECH DANCE,Remo-con,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,Beastie Starter,SPEEDCORE,GUHROOVY,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,connective,LOUNGE POP,猫叉Master feat.*spiLa*,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,Cookie Bouquets,BREAK CORE,L.E.D. vs TOMOSUKE fw.crimm,1,0,0,0,0,---,NO PLAY,---,7,1074,457,160,15,EASY CLEAR,AA,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-24 14:26
tricoro,Elemental Creation,HARD RENAISSANCE,dj TAKA meets DJ YOSHITAKA,1,0,0,0,0,---,NO PLAY,---,8,1407,626,155,30,EASY CLEAR,AA,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 17:24
tricoro,Fly you to the star,HANDZ UP,Another Infinity feat. Mayumi Morinaga,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1122,474,174,46,EASY CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 16:50
tricoro,I know You know,NEW 80's,Suke+Suke feat.Ribbon,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,mnemoniq,JAZZ HOUSE,youhei shimizu,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,880,345,190,---,EASY CLEAR,A,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-19 15:33
tricoro,neu,NIENTE,少年ラジオ,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,planarian,ELECTRIC POP,S-C-U,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,Reflection Into the EDEN,BOSSA ELECTRONICA,猫叉Master,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,rumrum triplets,LOUNGECORE,yu_tokiwa.djw,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,ΕΛΠΙΣ,ROMANTIC SCHOOL VARIATIONS,dj TAKA,1,0,0,0,0,---,NO PLAY,---,6,938,430,78,19,HARD CLEAR,AA,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-12-11 18:23
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),Hi-CORE,夏色ビキニのPrim,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
tricoro,仮想空間の旅人たち,TECHNO,DJ MURASAME,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,BRAVE OUT,ELECTRANCE,nomico / DOWNFORCE,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1214,481,252,67,EASY CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-14 17:50
SPADA,Claiomh Solais,ILUZIO,DJ Yoshitaka VS S.S.D.,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,Hypersonik,DRUM&BASS,Eagle,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,Idola,REPLICANT CORE,iconoclasm feat.GUMI,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,M.D.Injection,PIECED DOWNBEAT,Project B-,1,0,0,0,0,---,NO PLAY,---,5,757,352,53,5,HARD CLEAR,AAA,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 15:46
SPADA,Miracle 5ympho X,FRENCHCORE,USAO,1,0,0,0,0,---,NO PLAY,---,6,776,353,70,13,HARD CLEAR,AA,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2026-01-14 17:05
SPADA,THE DETONATOR,NU STYLE GABBA,teranoid VS L.E.D.-G,1,0,0,0,0,---,NO PLAY,---,8,1506,623,260,46,EASY CLEAR,A,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-27 17:00
SPADA,Verflucht,HARD NRG,Tyrfing,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,廿,新世紀進歩的羽扇子音楽,DJ TECHNORCH,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,海神,HYDRO CORE,兎々,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
SPADA,超!!遠距離らぶメ～ル,乙女EDM,ななひら,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1384,613,158,43,EASY CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 15:43
PENDUAL,BLUE MIRAGE,NU STYLE GABBA,DJ CHUCKY,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,chrono diver -fragment-,HEALING DRUM'N'BASS,猫叉Master feat.三澤 秋,3,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,6,0,0,0,---,NO PLAY,---,9,1458,644,170,40,EASY CLEAR,AA,10,0,0,0,---,NO PLAY,---,2026-01-14 19:04
PENDUAL,COLOSSEUM,LOST GROUND,劇団レコード,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,Cosmic Cat,FUTURE BASS,8bit Moonside,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,entelecheia,SACRED TRANCE,Rche,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,Erosion Mark,FALLIN APART CORE,kors k REASM Des-ROW,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,Hello Happiness,HAPPY HARDCORE,P*Light feat. mow*2,1,0,0,0,0,---,NO PLAY,---,5,699,304,91,14,HARD CLEAR,AA,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-12-26 17:14
PENDUAL,illuminate,SYNTHETIC EDM,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,No Tears,HARD EDM,RoughSketch feat.Aikapin,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,TA・DA ☆ YO・SHI,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,ベィスドロップ・フリークス,A-STYLE DRUMSTEP,かめりあ feat. ななひら,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,HARD CLEAR,---,7,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,リリーゼと炎龍レーヴァテイン,OLDSTYLE GAMEMUSIC,黒猫ダンジョン,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,共鳴遊戯の華,ASTRAL DRUM & BASS,アイテール魔導士隊,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,妖隠し -あやかしかくし-,DRUM'N'WALTZ,DJ TOTTO feat.3L,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1354,580,194,28,EASY CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2026-01-08 18:38
PENDUAL,白露の風,想歌 風,Qrispy Joybox feat. 常盤ゆう,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,HARD CLEAR,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,PIECED EUPHORIA,Project B-,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1299,522,255,82,NO PLAY,A,12,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2025-12-11 19:22
copula,Acid Pumper,HARD DANCE,ni-21,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
copula,AO-1,DANCE EXPRESS,電龍,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
copula,CODE:1 [revision1.0.1],TECHNO,HEXA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2025-09-17 21:25
copula,Damage Per Second,CYBER DRUMSTEP,Maozon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,2025-09-17 21:25
